"","species_name","classifications"
"692","Ceratocarpus_arenarius","Common"
"693","Ceratonia_siliqua","Indicator"
"694","Ceratopetalum_apetalum","Relict"
"695","Ceratopetalum_gummiferum","Relict"
"696","Cercidiphyllum_japonicum","Adaptable Survivor"
"697","Cercis_siliquastrum","Indicator"
"698","Cercocarpus_montanus","Indicator"
"699","Cervaria_rivini","Common"
"700","Cespedesia_spathulata","Adaptable Survivor"
"701","Cestrum_nocturnum","Adaptable Survivor"
"702","Chaerophyllum_australianum","Environmentally Rare"
"703","Chaerophyllum_eriopodum","Common"
"704","Chaerophyllum_hirsutum","Common"
"705","Chaerophyllum_pulvinificum","Environmentally Rare"
"706","Chaerophyllum_temulum","Common"
"707","Chaetocarpus_schomburgkianus","Relict"
"708","Chamaecyparis_obtusa","Common"
"709","Chamaecyparis_pisifera","Environmentally Rare"
"710","Chamaerops_humilis","Indicator"
"711","Cheirolophus_sempervirens","Environmentally Rare"
"712","Chelidonium_majus","Adaptable Survivor"
"713","Chenopodium_desertorum","Common"
"714","Chenopodium_desertorum_subsp._anidiophyllum","Common"
"715","Chenopodium_ficifolium","Common"
"716","Chenopodium_nitrariaceum","Common"
"717","Chenopodium_nutans","Common"
"718","Chenopodium_opulifolium","Common"
"719","Cherleria_sedoides","Adaptable Survivor"
"720","Chimaphila_umbellata","Common"
"721","Chionanthus_ramiflorus","Environmentally Rare"
"722","Chionochloa_frigida","Environmentally Rare"
"723","Chionochloa_macra","Environmentally Rare"
"724","Chloris_pectinata","Common"
"725","Chloris_truncata","Common"
"726","Chondrilla_juncea","Common"
"727","Chordifex_dimorphus","Relict"
"728","Chrysochlamys_eclipes","Environmentally Rare"
"729","Chrysolepis_chrysophylla","High Invasive Potential"
"730","Chrysophyllum_argenteum","Common"
"731","Chrysophyllum_cainito","Common"
"732","Chrysophyllum_lucentifolium","Environmentally Rare"
"733","Chrysosplenium_oppositifolium","Adaptable Survivor"
"734","Cinnamomum_camphora","Common"
"735","Cinnamomum_iners","Environmentally Rare"
"736","Cinnamomum_parthenoxylon","Environmentally Rare"
"737","Cinnamomum_subavenium","Environmentally Rare"
"738","Cirsium_acaule","Common"
"739","Cirsium_arvense","High Invasive Potential"
"740","Cirsium_discolor","High Invasive Potential"
"741","Cirsium_dissectum","Common"
"742","Cirsium_eriophorum","Common"
"743","Cirsium_erisithales","High Invasive Potential"
"744","Cirsium_heterophyllum","Common"
"745","Cirsium_oleraceum","Common"
"746","Cirsium_palustre","High Invasive Potential"
"747","Cirsium_rivulare","Common"
"748","Cirsium_spinosissimum","Common"
"749","Cirsium_tuberosum","Common"
"750","Cirsium_undulatum","Common"
"751","Cirsium_vulgare","Common"
"752","Cirsium_wheeleri","Environmentally Rare"
"753","Cissus_antarctica","Relict"
"754","Cistus_albidus","Common"
"755","Cistus_creticus","Common"
"756","Cistus_crispus","Common"
"757","Cistus_incanus","Environmentally Rare"
"758","Cistus_libanotis","Environmentally Rare"
"759","Cistus_monspeliensis","Common"
"760","Cistus_salviifolius","Common"
"761","Citharexylum_caudatum","Relict"
"762","Citrus_reticulata","Adaptable Survivor"
"763","Cladium_mariscus","Indicator"
"764","Cladrastis_kentukea","Indicator"
"765","Claoxylon_australe","Adaptable Survivor"
"766","Claytonia_caroliniana","Common"
"767","Claytonia_sibirica","Common"
"768","Clematis_alpina","Common"
"769","Clematis_flammula","Common"
"770","Clematis_glycinoides","Common"
"771","Clematis_integrifolia","Common"
"772","Clematis_recta","Common"
"773","Clethra_acuminata","Environmentally Rare"
"774","Clethra_alnifolia","High Invasive Potential"
"775","Clethra_revoluta","Environmentally Rare"
"776","Clethra_scabra","Environmentally Rare"
"777","Clidemia_hirta","Environmentally Rare"
"778","Clinopodium_acinos","Common"
"779","Clinopodium_alpinum","Common"
"780","Clusia_grandiflora","Environmentally Rare"
"781","Clusia_rosea","Common"
"782","Coccoloba_barbadensis","Relict"
"783","Coccoloba_pyrifolia","Environmentally Rare"
"784","Coccoloba_uvifera","High Invasive Potential"
"785","Cochlearia_danica","Common"
"786","Cochlearia_pyrenaica","Environmentally Rare"
"787","Cochlospermum_fraseri","Adaptable Survivor"
"788","Cochlospermum_vitifolium","Adaptable Survivor"
"789","Coelospermum_reticulatum","Common"
"790","Coffea_arabica","Common"
"791","Cojoba_arborea","Endemic"
"792","Colchicum_autumnale","Common"
"793","Colchicum_montanum","Common"
"794","Coleostephus_myconis","Common"
"795","Colliguaja_integerrima","Environmentally Rare"
"796","Colobanthus_buchananii","Environmentally Rare"
"797","Colobanthus_strictus","Environmentally Rare"
"798","Colobanthus_subulatus","Environmentally Rare"
"799","Colophospermum_mopane","Adaptable Survivor"
"800","Colutea_arborescens","High Invasive Potential"
"801","Comarum_palustre","Adaptable Survivor"
"802","Combretum_apiculatum","Common"
"803","Combretum_collinum","Indicator"
"804","Combretum_hereroense","Adaptable Survivor"
"805","Combretum_imberbe","Adaptable Survivor"
"806","Combretum_molle","Common"
"807","Combretum_mossambicense","Adaptable Survivor"
"808","Combretum_zeyheri","Indicator"
"809","Comesperma_ericinum","Adaptable Survivor"
"810","Commersonia_bartramia","Relict"
"811","Commiphora_mollis","Relict"
"812","Condalia_hookeri","Relict"
"813","Conopodium_majus","Common"
"814","Conospermum_ericifolium","Environmentally Rare"
"815","Conospermum_longifolium","Environmentally Rare"
"816","Conospermum_taxifolium","Common"
"817","Conostephium_pendulum","Environmentally Rare"
"818","Convolvulus_althaeoides","Common"
"819","Convolvulus_arvensis","High Invasive Potential"
"820","Convolvulus_erubescens","Common"
"821","Convolvulus_lanuginosus","Common"
"822","Convolvulus_lineatus","Common"
"823","Coprosma_cheesemanii","Common"
"824","Coprosma_hirtella","Common"
"825","Coprosma_niphophila","Environmentally Rare"
"826","Coprosma_perpusilla","Common"
"827","Coprosma_quadrifida","Common"
"828","Coprosma_robusta","High Invasive Potential"
"829","Coptis_trifolia","Adaptable Survivor"
"830","Cordia_bicolor","Relict"
"831","Cordia_borinquensis","Relict"
"832","Cordia_caffra","Relict"
"833","Cordia_dentata","Environmentally Rare"
"834","Cordia_dichotoma","Environmentally Rare"
"835","Cordia_sulcata","Relict"
"836","Coreopsis_palmata","Common"
"837","Coriaria_arborea","Adaptable Survivor"
"838","Coriaria_nepalensis","Classically Rare"
"839","Coris_monspeliensis","Adaptable Survivor"
"840","Cornus_alba","Common"
"841","Cornus_alternifolia","Indicator"
"842","Cornus_amomum","High Invasive Potential"
"843","Cornus_macrophylla","Common"
"844","Cornus_racemosa","Indicator"
"845","Cornus_sanguinea","High Invasive Potential"
"846","Cornus_sericea","High Invasive Potential"
"847","Cornus_suecica","Adaptable Survivor"
"848","Coronilla_coronata","Common"
"849","Coronilla_juncea","Common"
"850","Coronilla_minima","Common"
"851","Coronilla_scorpioides","Common"
"852","Correa_reflexa","Adaptable Survivor"
"853","Corydalis_solida","Adaptable Survivor"
"854","Corymbia_calophylla","Relict"
"855","Corymbia_citriodora","Common"
"856","Corymbia_clarksoniana","Common"
"857","Corymbia_confertiflora","Common"
"858","Corymbia_foelscheana","Common"
"859","Corymbia_gummifera","Common"
"860","Corymbia_intermedia","Adaptable Survivor"
"861","Corymbia_maculata","Common"
"862","Corymbia_nesophila","Environmentally Rare"
"863","Corymbia_porrecta","Environmentally Rare"
"864","Corymbia_terminalis","Common"
"865","Corymbia_trachyphloia","Common"
"866","Corynephorus_canescens","Common"
"867","Cotinus_coggygria","High Invasive Potential"
"868","Cotoneaster_acutifolius","High Invasive Potential"
"869","Cotoneaster_glaucophyllus","Common"
"870","Cotoneaster_integerrimus","Common"
"871","Cotoneaster_multiflorus","Common"
"872","Cotula_alpina","Environmentally Rare"
"873","Couratari_guianensis","Environmentally Rare"
"874","Couratari_multiflora","Environmentally Rare"
"875","Crambe_maritima","Common"
"876","Craspedia_aurantia","Environmentally Rare"
"877","Craspedia_lamicola","Environmentally Rare"
"878","Crassula_helmsii","Common"
"879","Crassula_moschata","Environmentally Rare"
"880","Crataegus_douglasii","High Invasive Potential"
"881","Crataegus_monogyna","High Invasive Potential"
"882","Crataegus_pinnatifida","Common"
"883","Crataegus_rhipidophylla","Common"
"884","Crepis_aurea","Common"
"885","Crepis_biennis","Common"
"886","Crepis_conyzifolia","Environmentally Rare"
"887","Crepis_foetida","Common"
"888","Crepis_nicaeensis","Environmentally Rare"
"889","Crepis_paludosa","Common"
"890","Crepis_pannonica","Environmentally Rare"
"891","Crepis_praemorsa","Common"
"892","Crepis_pulchra","Common"
"893","Crepis_pyrenaica","Common"
"894","Crocus_heuffelianus","Adaptable Survivor"
"895","Crossopetalum_rhacoma","Relict"
"896","Croton_capitatus","Common"
"897","Croton_schiedeanus","Environmentally Rare"
"898","Croton_steenkampianus","Environmentally Rare"
"899","Croton_tiglium","Endemic"
"900","Croton_verreauxii","Environmentally Rare"
"901","Cruciata_glabra","Common"
"902","Cruciata_laevipes","Common"
"903","Crupina_crupinastrum","Common"
"904","Crupina_vulgaris","Common"
"905","Cryptocarya_alba","Endemic"
"906","Cryptocarya_aschersoniana","Environmentally Rare"
"907","Cryptocarya_glaucescens","Environmentally Rare"
"908","Cryptocarya_mackinnoniana","Endemic"
"909","Cryptocarya_mandioccana","Environmentally Rare"
"910","Cryptocarya_microneura","Endemic"
"911","Cryptostylis_subulata","Adaptable Survivor"
"912","Cucumis_sativus","Indicator"
"913","Cupania_cinerea","Endemic"
"914","Cupania_latifolia","Endemic"
"915","Cupania_rufescens","Environmentally Rare"
"916","Cupania_vernalis","Common"
"917","Cupressus_sempervirens","Common"
"918","Curatella_americana","Adaptable Survivor"
"919","Cussonia_spicata","Adaptable Survivor"
"920","Cyclophyllum_coprosmoides","Common"
"921","Cyclospermum_leptophyllum","Common"
"922","Cydonia_oblonga","Common"
"923","Cymbalaria_muralis","Adaptable Survivor"
"924","Cymbopetalum_baillonii","Relict"
"925","Cymbopogon_obtectus","Common"
"926","Cymbopogon_pospischilii","Environmentally Rare"
"927","Cynoglossum_australe","Common"
"928","Cynophalla_flexuosa","Environmentally Rare"
"929","Cynosurus_cristatus","High Invasive Potential"
"930","Cyperus_esculentus","Common"
"931","Cypripedium_calceolus","Adaptable Survivor"
"932","Cyrilla_racemiflora","Adaptable Survivor"
"933","Cytisus_scoparius","High Invasive Potential"
"934","Cytisus_villosus","Common"
"935","Dactylis_glomerata_subsp._hispanica","Environmentally Rare"
"936","Dactylorhiza_fuchsii","Common"
"937","Dactylorhiza_incarnata","Common"
"938","Dactylorhiza_praetermissa","Common"
"939","Dactylorhiza_viridis","Common"
"940","Dalbergia_melanoxylon","Common"
"941","Dalbergia_miscolobium","Environmentally Rare"
"942","Dalbergia_retusa","Environmentally Rare"
"943","Dalea_candida","Adaptable Survivor"
"944","Dalea_purpurea","Adaptable Survivor"
"945","Dampiera_stricta","Adaptable Survivor"
"946","Danthonia_decumbens","Common"
"947","Daphne_cneorum","Common"
"948","Daphne_gnidium","Common"
"949","Daphne_laureola","Common"
"950","Daphne_striata","Environmentally Rare"
"951","Daphniphyllum_macropodum","Adaptable Survivor"
"952","Daphnopsis_philippiana","Environmentally Rare"
"953","Darlingia_darlingiana","Relict"
"954","Dasiphora_fruticosa","Adaptable Survivor"
"955","Dasyphyllum_diacanthoides","Relict"
"956","Dasypyrum_villosum","Environmentally Rare"
"957","Datura_stramonium","High Invasive Potential"
"958","Daucus_pusillus","Common"
"959","Daviesia_latifolia","Adaptable Survivor"
"960","Daviesia_squarrosa","Relict"
"961","Decaspermum_bracteatum","Environmentally Rare"
"962","Delphinium_grandiflorum","Common"
"963","Delphinium_nuttallianum","Common"
"964","Dendrolobium_triangulare","Environmentally Rare"
"965","Dendromecon_rigida","Indicator"
"966","Dendropanax_arboreus","Common"
"967","Denhamia_cunninghamii","Common"
"968","Denhamia_cupularis","Environmentally Rare"
"969","Deschampsia_cespitosa","Common"
"970","Descurainia_sophia","Common"
"971","Desmodium_ciliare","High Invasive Potential"
"972","Desmodium_sessilifolium","High Invasive Potential"
"973","Deutzia_scabra","Adaptable Survivor"
"974","Dialium_guianense","Relict"
"975","Dianella_caerulea","Common"
"976","Dianella_tasmanica","Common"
"977","Dianthus_alpinus","Environmentally Rare"
"978","Dianthus_armeria","Common"
"979","Dianthus_carthusianorum","Common"
"980","Dianthus_caryophyllus","High Invasive Potential"
"981","Dianthus_chinensis","Common"
"982","Dianthus_sylvestris","Common"
"983","Diapensia_lapponica","Adaptable Survivor"
"984","Dichanthium_sericeum","Common"
"985","Dicorynia_guianensis","Classically Rare"
"986","Dictamnus_albus","Adaptable Survivor"
"987","Dieteria_canescens","Common"
"988","Digitaria_sanguinalis","Common"
"989","Dillenia_indica","Adaptable Survivor"
"990","Dillenia_suffruticosa","Relict"
"991","Dillwynia_retorta","Adaptable Survivor"
"992","Dillwynia_sericea","Adaptable Survivor"
"993","Dioscorea_communis","Indicator"
"994","Dioscorea_villosa","Adaptable Survivor"
"995","Diospyros_artanthifolia","Endemic"
"996","Diospyros_australis","Common"
"997","Diospyros_ferrea","Environmentally Rare"
"998","Diospyros_maritima","Common"
"999","Diospyros_natalensis","Environmentally Rare"
"1000","Diospyros_texana","Common"
"1001","Dipcadi_serotinum","Adaptable Survivor"
"1002","Diplospora_dubia","Environmentally Rare"
"1003","Diplotaxis_erucoides","Common"
"1004","Diplotaxis_harra","Environmentally Rare"
"1005","Diplotaxis_tenuifolia","Common"
"1006","Diplotropis_purpurea","Relict"
"1007","Dipsacus_pilosus","Common"
"1008","Dipsacus_sativus","Common"
"1009","Dipteryx_alata","Classically Rare"
"1010","Dissocarpus_biflorus","Common"
"1011","Dissocarpus_paradoxus","Common"
"1012","Distylium_racemosum","Relict"
"1013","Dittrichia_viscosa","High Invasive Potential"
"1014","Dodonaea_filifolia","Relict"
"1015","Dodonaea_peduncularis","Relict"
"1016","Dodonaea_physocarpa","Adaptable Survivor"
"1017","Dodonaea_triangularis","Adaptable Survivor"
"1018","Dodonaea_triquetra","Adaptable Survivor"
"1019","Dombeya_rotundifolia","Common"
"1020","Doronicum_austriacum","Common"
"1021","Doronicum_orientale","Common"
"1022","Doronicum_pardalianches","Common"
"1023","Doryphora_sassafras","Relict"
"1024","Draba_aizoides","Common"
"1025","Draba_asprella","Environmentally Rare"
"1026","Draba_aurea","Environmentally Rare"
"1027","Draba_sauteri","Environmentally Rare"
"1028","Dracocephalum_austriacum","Environmentally Rare"
"1029","Dracocephalum_ruyschiana","Common"
"1030","Dracophyllum_muscoides","Environmentally Rare"
"1031","Dracophyllum_traversii","Environmentally Rare"
"1032","Drimia_maritima","Adaptable Survivor"
"1033","Drimys_winteri","Adaptable Survivor"
"1034","Drosera_arcturi","Adaptable Survivor"
"1035","Dryas_integrifolia","Adaptable Survivor"
"1036","Drymaria_molluginea","Relict"
"1037","Drymocallis_rupestris","Adaptable Survivor"
"1038","Drypetes_arguta","Classically Rare"
"1039","Drypetes_glauca","Relict"
"1040","Drypetes_natalensis","Relict"
"1041","Duboisia_myoporoides","Adaptable Survivor"
"1042","Duguetia_lanceolata","Relict"
"1043","Duguetia_surinamensis","Relict"
"1044","Duma_florulenta","Common"
"1045","Dysoxylum_papuanum","Relict"
"1046","Dysoxylum_pettigrewianum","Classically Rare"
"1047","Dysoxylum_spectabile","Relict"
"1048","Dysphania_ambrosioides","Common"
"1049","Dysphania_melanocarpa","Common"
"1050","Dysphania_rhadinostachya","Environmentally Rare"
"1051","Ecclinusa_guianensis","Environmentally Rare"
"1052","Ecclinusa_ramiflora","Environmentally Rare"
"1053","Echinops_ritro","Common"
"1054","Echium_creticum","Common"
"1055","Echium_italicum","Common"
"1056","Echium_vulgare","Common"
"1057","Ekebergia_capensis","Indicator"
"1058","Elaeagnus_angustifolia","High Invasive Potential"
"1059","Elaeagnus_commutata","High Invasive Potential"
"1060","Elaeagnus_pungens","High Invasive Potential"
"1061","Elaeocarpus_dentatus","High Invasive Potential"
"1062","Elaeocarpus_reticulatus","Common"
"1063","Elaeocarpus_sylvestris","Relict"
"1064","Elaeodendron_australe","Adaptable Survivor"
"1065","Eleocharis_acuta","Common"
"1066","Eleocharis_geniculata","Environmentally Rare"
"1067","Eleocharis_obtusa","Common"
"1068","Eleocharis_palustris","Common"
"1069","Eleocharis_pusilla","Common"
"1070","Eleocharis_quinqueflora","Common"
"1071","Eleocharis_uniglumis","Common"
"1072","Eleusine_indica","Common"
"1073","Elymus_athericus","Common"
"1074","Elymus_caninus","Common"
"1075","Elymus_lanceolatus","Common"
"1076","Elymus_scribneri","Environmentally Rare"
"1077","Elymus_tsukushiensis","Common"
"1078","Elymus_wawawaiensis","Environmentally Rare"
"1079","Embothrium_coccineum","Adaptable Survivor"
"1080","Empetrum_nigrum","Common"
"1081","Empetrum_nigrum_subsp._hermaphroditum","Common"
"1082","Empodisma_minus","Adaptable Survivor"
"1083","Encelia_californica","Environmentally Rare"
"1084","Encelia_virginensis","Environmentally Rare"
"1085","Englerophytum_natalense","Environmentally Rare"
"1086","Enneapogon_avenaceus","Common"
"1087","Enneapogon_polyphyllus","Common"
"1088","Enterolobium_cyclocarpum","High Invasive Potential"
"1089","Enterolobium_schomburgkii","Environmentally Rare"
"1090","Entolasia_stricta","Common"
"1091","Epacris_glacialis","Environmentally Rare"
"1092","Epacris_impressa","Common"
"1093","Epacris_lanuginosa","Environmentally Rare"
"1094","Epacris_obtusifolia","Common"
"1095","Epacris_paludosa","Common"
"1096","Epacris_petrophila","Environmentally Rare"
"1097","Epacris_pulchella","Environmentally Rare"
"1098","Ephedra_distachya","Common"
"1099","Ephedra_fragilis","Common"
"1100","Ephedra_intermedia","Environmentally Rare"
"1101","Epilobium_dodonaei","Common"
"1102","Epilobium_gunnianum","Common"
"1103","Epilobium_montanum","Common"
"1104","Epilobium_obscurum","Common"
"1105","Epilobium_roseum","Common"
"1106","Epilobium_sarmentaceum","Environmentally Rare"
"1107","Epilobium_tasmanicum","Environmentally Rare"
"1108","Epilobium_tetragonum","Common"
"1109","Epipactis_palustris","Adaptable Survivor"
"1110","Eragrostis_dielsii","Common"
"1111","Eragrostis_eriopoda","Common"
"1112","Eragrostis_microcarpa","Environmentally Rare"
"1113","Eragrostis_minor","Common"
"1114","Eragrostis_parviflora","Common"
"1115","Eragrostis_setifolia","Common"
"1116","Eranthis_hyemalis","Adaptable Survivor"
"1117","Eremogone_fendleri","Adaptable Survivor"
"1118","Eremogone_lychnidea","Relict"
"1119","Eremophila_bowmanii","High Invasive Potential"
"1120","Eremophila_deserti","Common"
"1121","Eremophila_duttonii","High Invasive Potential"
"1122","Eremophila_longifolia","Common"
"1123","Eremophila_maculata","High Invasive Potential"
"1124","Eremophila_mitchellii","High Invasive Potential"
"1125","Eriachne_helmsii","Adaptable Survivor"
"1126","Erica_arborea","Common"
"1127","Erica_australis","Common"
"1128","Erica_carnea","Common"
"1129","Erica_cinerea","Common"
"1130","Erica_multiflora","Environmentally Rare"
"1131","Erica_scoparia","Common"
"1132","Erica_terminalis","Environmentally Rare"
"1133","Erica_tetralix","Common"
"1134","Erica_umbellata","Common"
"1135","Erigeron_acris","Common"
"1136","Erigeron_annuus","Common"
"1137","Erigeron_speciosus","Common"
"1138","Erigeron_sumatrensis","Common"
"1139","Erigeron_uniflorus","Common"
"1140","Erinacea_anthyllis","Adaptable Survivor"
"1141","Eriodictyon_californicum","Adaptable Survivor"
"1142","Eriogonum_racemosum","Adaptable Survivor"
"1143","Eriophorum_latifolium","Common"
"1144","Eriophorum_scheuchzeri","Common"
"1145","Eriophorum_vaginatum","Common"
"1146","Eriostemon_australasius","Relict"
"1147","Eritrichium_nanum","Common"
"1148","Erodium_ciconium","Adaptable Survivor"
"1149","Erodium_glaucophyllum","Relict"
"1150","Erodium_malacoides","Adaptable Survivor"
"1151","Erucastrum_nasturtiifolium","Common"
"1152","Erucastrum_virgatum","Environmentally Rare"
"1153","Eryngium_campestre","Common"
"1154","Eryngium_maritimum","Common"
"1155","Eryngium_yuccifolium","Common"
"1156","Erysimum_capitatum","Common"
"1157","Erysimum_cheiranthoides","Common"
"1158","Erysimum_duriaei","Environmentally Rare"
"1159","Erythranthe_moschata","Adaptable Survivor"
"1160","Erythrina_caffra","Environmentally Rare"
"1161","Erythrina_fusca","High Invasive Potential"
"1162","Erythrina_poeppigiana","Common"
"1163","Erythrina_sandwicensis","Endemic"
"1164","Erythronium_americanum","Common"
"1165","Erythronium_dens-canis","Common"
"1166","Erythronium_grandiflorum","Common"
"1167","Erythrophleum_chlorostachys","Indicator"
"1168","Eschweilera_coriacea","Environmentally Rare"
"1169","Eucalyptus_accedens","Relict"
"1170","Eucalyptus_acmenoides","Adaptable Survivor"
"1171","Eucalyptus_albida","Environmentally Rare"
"1172","Eucalyptus_amygdalina","Relict"
"1173","Eucalyptus_bancroftii","Relict"
"1174","Eucalyptus_blakelyi","Common"
"1175","Eucalyptus_botryoides","Adaptable Survivor"
"1176","Eucalyptus_coccifera","Relict"
"1177","Eucalyptus_dealbata","Common"
"1178","Eucalyptus_dumosa","Adaptable Survivor"
"1179","Eucalyptus_eugenioides","Relict"
"1180","Eucalyptus_exserta","Adaptable Survivor"
"1181","Eucalyptus_haemastoma","Relict"
"1182","Eucalyptus_largiflorens","Indicator"
"1183","Eucalyptus_melliodora","Common"
"1184","Eucalyptus_microcorys","Relict"
"1185","Eucalyptus_miniata","Adaptable Survivor"
"1186","Eucalyptus_nitens","Relict"
"1187","Eucalyptus_oblonga","Relict"
"1188","Eucalyptus_paniculata","Environmentally Rare"
"1189","Eucalyptus_platyphylla","Adaptable Survivor"
"1190","Eucalyptus_populnea","Adaptable Survivor"
"1191","Eucalyptus_propinqua","Relict"
"1192","Eucalyptus_pulchella","Relict"
"1193","Eucalyptus_regnans","Endemic"
"1194","Eucalyptus_salmonophloia","Adaptable Survivor"
"1195","Eucalyptus_sideroxylon","Adaptable Survivor"
"1196","Eucalyptus_sieberi","Adaptable Survivor"
"1197","Eucalyptus_tectifica","Adaptable Survivor"
"1198","Eucalyptus_tenuiramis","Environmentally Rare"
"1199","Eucalyptus_tetrodonta","Adaptable Survivor"
"1200","Eucalyptus_umbra","Relict"
"1201","Eucalyptus_urophylla","Environmentally Rare"
"1202","Euclea_divinorum","Common"
"1203","Euclea_racemosa","Common"
"1204","Euclea_undulata","Common"
"1205","Eucryphia_cordifolia","Relict"
"1206","Eucryphia_lucida","Relict"
"1207","Eugenia_axillaris","Environmentally Rare"
"1208","Eugenia_biflora","Relict"
"1209","Eugenia_florida","Common"
"1210","Eugenia_involucrata","Adaptable Survivor"
"1211","Eugenia_punicifolia","Environmentally Rare"
"1212","Eugenia_reinwardtiana","Relict"
"1213","Eugenia_stahlii","Environmentally Rare"
"1214","Euonymus_alatus","Common"
"1215","Euonymus_europaeus","High Invasive Potential"
"1216","Euonymus_hamiltonianus","Common"
"1217","Euonymus_japonicus","Common"
"1218","Eupatorium_altissimum","High Invasive Potential"
"1219","Euphorbia_brachycera","Environmentally Rare"
"1220","Euphorbia_characias","Common"
"1221","Euphorbia_corollata","Common"
"1222","Euphorbia_cyparissias","Common"
"1223","Euphorbia_dentata","Common"
"1224","Euphorbia_drummondii","Common"
"1225","Euphorbia_epithymoides","Common"
"1226","Euphorbia_esula","Common"
"1227","Euphorbia_exigua","Common"
"1228","Euphorbia_falcata","Common"
"1229","Euphorbia_fendleri","Common"
"1230","Euphorbia_glyptosperma","Common"
"1231","Euphorbia_helioscopia","Common"
"1232","Euphorbia_humifusa","Common"
"1233","Euphorbia_lamarckii","Environmentally Rare"
"1234","Euphorbia_marginata","Common"
"1235","Euphorbia_missurica","Common"
"1236","Euphorbia_myrsinites","Common"
"1237","Euphorbia_nicaeensis","Common"
"1238","Euphorbia_nutans","Common"
"1239","Euphorbia_peplus","Common"
"1240","Euphorbia_segetalis","Common"
"1241","Euphorbia_serrata","Common"
"1242","Euphorbia_terracina","Common"
"1243","Euphrasia_collina","Common"
"1244","Euphrasia_frigida","Environmentally Rare"
"1245","Euphrasia_minima","Common"
"1246","Euphrasia_officinalis","Common"
"1247","Euphrasia_pectinata","Common"
"1248","Euphrasia_picta","Environmentally Rare"
"1249","Euphrasia_salisburgensis","Common"
"1250","Euphrasia_stricta","Common"
"1251","Eupomatia_laurina","Adaptable Survivor"
"1252","Euroschinus_falcatus","Common"
"1253","Eurybia_paludosa","Environmentally Rare"
"1254","Eustrephus_latifolius","Adaptable Survivor"
"1255","Eutaxia_microphylla","Adaptable Survivor"
"1256","Evolvulus_nuttallianus","Adaptable Survivor"
"1257","Ewartia_nubigena","Environmentally Rare"
"1258","Exocarpos_latifolius","Adaptable Survivor"
"1259","Exocarpos_strictus","Adaptable Survivor"
"1260","Fagonia_cretica","Relict"
"1261","Fagus_crenata","Relict"
"1262","Falcaria_vulgaris","Common"
"1263","Fallopia_convolvulus","Common"
"1264","Faramea_occidentalis","Relict"
"1265","Fatsia_japonica","Common"
"1266","Festuca_alpina","Common"
"1267","Festuca_amethystina","Common"
"1268","Festuca_ampla","Common"
"1269","Festuca_baffinensis","Environmentally Rare"
"1270","Festuca_brunnescens","Environmentally Rare"
"1271","Festuca_circummediterranea","Environmentally Rare"
"1272","Festuca_halleri","Environmentally Rare"
"1273","Festuca_laevigata","Environmentally Rare"
"1274","Festuca_quadriflora","Common"
"1275","Festuca_rupicola","Common"
"1276","Festuca_stricta","Common"
"1277","Festuca_trachyphylla","Common"
"1278","Festuca_violacea","Environmentally Rare"
"1279","Ficaria_verna","Adaptable Survivor"
"1280","Ficus_americana","Environmentally Rare"
"1281","Ficus_auriculata","Common"
"1282","Ficus_benjamina","Common"
"1283","Ficus_callosa","Environmentally Rare"
"1284","Ficus_fulva","Endemic"
"1285","Ficus_hirta","Environmentally Rare"
"1286","Ficus_insipida","Common"
"1287","Ficus_leptoclada","Environmentally Rare"
"1288","Ficus_lutea","Common"
"1289","Ficus_maxima","Common"
"1290","Ficus_microcarpa","Endemic"
"1291","Ficus_obliqua","Common"
"1292","Ficus_obtusifolia","Environmentally Rare"
"1293","Ficus_opposita","Common"
"1294","Ficus_pedunculosa","Environmentally Rare"
"1295","Ficus_racemosa","Common"
"1296","Ficus_religiosa","Common"
"1297","Ficus_semicordata","Environmentally Rare"
"1298","Ficus_tinctoria","Environmentally Rare"
"1299","Ficus_trigonata","Environmentally Rare"
"1300","Filago_vulgaris","Common"
"1301","Filipendula_ulmaria","Indicator"
"1302","Fimbristylis_caespitosa","Environmentally Rare"
"1303","Flagellaria_indica","Adaptable Survivor"
"1304","Flindersia_pimenteliana","Relict"
"1305","Flueggea_virosa","Adaptable Survivor"
"1306","Foeniculum_vulgare","Common"
"1307","Foeniculum_vulgare_subsp._piperitum","Environmentally Rare"
"1308","Fragaria_moschata","Common"
"1309","Fragaria_virginiana","Common"
"1310","Fragaria_viridis","Common"
"1311","Frangula_californica","Common"
"1312","Frangula_purshiana","High Invasive Potential"
"1313","Frasera_speciosa","Common"
"1314","Fraxinus_angustifolia","Common"
"1315","Fraxinus_pennsylvanica","High Invasive Potential"
"1316","Fraxinus_uhdei","Common"
"1317","Fritillaria_meleagris","Adaptable Survivor"
"1318","Fumana_ericoides","Common"
"1319","Fumana_laevipes","Environmentally Rare"
"1320","Fumana_procumbens","Common"
"1321","Fumana_scoparia","Environmentally Rare"
"1322","Fumana_thymifolia","Common"
"1323","Fumaria_muralis","Common"
"1324","Fumaria_officinalis","High Invasive Potential"
"1325","Fuscospora_solandri","Endemic"
"1326","Fuscospora_truncata","Environmentally Rare"
"1327","Gagea_lutea","Common"
"1328","Gagea_minima","Common"
"1329","Gagea_serotina","Common"
"1330","Gaillardia_pinnatifida","Common"
"1331","Galactia_regularis","Adaptable Survivor"
"1332","Galanthus_nivalis","Common"
"1333","Galatella_linosyris","Common"
"1334","Galatella_sedifolia","Common"
